LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Change,Flag Codes
CAN,CLI,AMPLITUD,LTRENDIDX,M,1993-05,99.5737,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1993-06,99.65497,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1993-07,99.78291,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1993-08,99.96712,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1993-09,100.1932,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1993-10,100.4446,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1993-11,100.709,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1993-12,100.9815,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1994-01,101.2485,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1994-02,101.4908,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1994-03,101.6937,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1994-04,101.8439,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1994-05,101.9453,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1994-06,101.9943,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1994-07,101.9944,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1994-08,101.9317,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1994-09,101.79,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1994-10,101.5706,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1994-11,101.2732,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1994-12,100.9058,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1995-01,100.4789,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1995-02,100.0032,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1995-03,99.52068,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1995-04,99.07597,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1995-05,98.70409,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1995-06,98.42285,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1995-07,98.21956,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1995-08,98.06601,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1995-09,97.94357,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1995-10,97.86477,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1995-11,97.86062,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1995-12,97.9446,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1996-01,98.10608,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1996-02,98.32143,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1996-03,98.57504,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1996-04,98.85506,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1996-05,99.13374,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1996-06,99.38535,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1996-07,99.59547,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1996-08,99.77645,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1996-09,99.94191,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1996-10,100.1087,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1996-11,100.2926,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1996-12,100.479,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1997-01,100.6631,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1997-02,100.8388,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1997-03,101.0144,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1997-04,101.2019,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1997-05,101.3889,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1997-06,101.5427,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1997-07,101.6343,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1997-08,101.6229,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1997-09,101.5286,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1997-10,101.3775,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1997-11,101.1994,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1997-12,101.0134,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1998-01,100.8146,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1998-02,100.5945,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1998-03,100.3172,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1998-04,99.95229,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1998-05,99.50962,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1998-06,99.04222,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1998-07,98.63721,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1998-08,98.36337,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1998-09,98.24657,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1998-10,98.29035,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1998-11,98.46053,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1998-12,98.71793,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1999-01,99.01319,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1999-02,99.29245,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1999-03,99.52833,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1999-04,99.70557,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1999-05,99.8303,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1999-06,99.91895,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1999-07,99.99163,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1999-08,100.0778,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1999-09,100.1896,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1999-10,100.3347,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1999-11,100.5122,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,1999-12,100.6988,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2000-01,100.8649,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2000-02,101.0037,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2000-03,101.1059,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2000-04,101.1585,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2000-05,101.1684,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2000-06,101.1329,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2000-07,101.0329,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2000-08,100.8448,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2000-09,100.5565,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2000-10,100.1861,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2000-11,99.7743,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2000-12,99.37389,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2001-01,99.01993,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2001-02,98.73764,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2001-03,98.54144,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2001-04,98.41711,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2001-05,98.33646,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2001-06,98.28052,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2001-07,98.26392,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2001-08,98.31297,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2001-09,98.4467,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2001-10,98.69391,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2001-11,99.07358,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2001-12,99.53262,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2002-01,100.0065,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2002-02,100.4209,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2002-03,100.7104,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2002-04,100.8372,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2002-05,100.8047,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2002-06,100.6333,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2002-07,100.3621,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2002-08,100.0573,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2002-09,99.75819,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2002-10,99.47938,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2002-11,99.23862,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2002-12,99.03436,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2003-01,98.85368,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2003-02,98.68774,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2003-03,98.57618,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2003-04,98.55735,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2003-05,98.63595,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2003-06,98.80486,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2003-07,99.06036,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2003-08,99.36685,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2003-09,99.70297,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2003-10,100.0344,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2003-11,100.3412,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2003-12,100.602,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2004-01,100.8057,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2004-02,100.9356,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2004-03,100.9897,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2004-04,100.9671,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2004-05,100.8765,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2004-06,100.7509,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2004-07,100.6098,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2004-08,100.4655,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2004-09,100.3377,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2004-10,100.2389,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2004-11,100.1758,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2004-12,100.1429,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2005-01,100.1143,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2005-02,100.0634,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2005-03,99.98801,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2005-04,99.90199,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2005-05,99.83057,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2005-06,99.78476,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2005-07,99.76791,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2005-08,99.78657,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2005-09,99.85493,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2005-10,99.9731,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2005-11,100.1226,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2005-12,100.2682,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2006-01,100.3719,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2006-02,100.4163,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2006-03,100.409,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2006-04,100.36,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2006-05,100.2764,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2006-06,100.1918,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2006-07,100.121,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2006-08,100.0793,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2006-09,100.0765,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2006-10,100.1273,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2006-11,100.2288,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2006-12,100.3568,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2007-01,100.4691,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2007-02,100.561,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2007-03,100.6337,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2007-04,100.6859,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2007-05,100.7085,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2007-06,100.7004,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2007-07,100.6636,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2007-08,100.6007,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2007-09,100.5177,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2007-10,100.4146,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2007-11,100.3006,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2007-12,100.1923,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2008-01,100.1164,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2008-02,100.0656,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2008-03,100.0111,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2008-04,99.92672,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2008-05,99.76944,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2008-06,99.49384,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2008-07,99.07364,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2008-08,98.4969,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2008-09,97.79138,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2008-10,97.03735,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2008-11,96.34809,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2008-12,95.8238,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2009-01,95.54832,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2009-02,95.54284,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2009-03,95.80079,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2009-04,96.29134,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2009-05,96.9397,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2009-06,97.68528,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2009-07,98.46232,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2009-08,99.19755,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2009-09,99.8385,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2009-10,100.3639,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2009-11,100.7852,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2009-12,101.1287,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2010-01,101.3969,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2010-02,101.5817,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2010-03,101.6797,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2010-04,101.6764,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2010-05,101.5831,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2010-06,101.428,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2010-07,101.2696,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2010-08,101.162,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2010-09,101.1306,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2010-10,101.1693,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2010-11,101.2495,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2010-12,101.3354,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2011-01,101.3771,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2011-02,101.3221,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2011-03,101.1556,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2011-04,100.9025,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2011-05,100.5973,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2011-06,100.2964,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2011-07,100.0309,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2011-08,99.81528,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2011-09,99.66425,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2011-10,99.57214,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2011-11,99.53379,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2011-12,99.52924,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2012-01,99.54002,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2012-02,99.54188,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2012-03,99.52196,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2012-04,99.47032,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2012-05,99.3923,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2012-06,99.30123,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2012-07,99.22165,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2012-08,99.16991,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2012-09,99.1489,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2012-10,99.1511,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2012-11,99.18324,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2012-12,99.24153,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2013-01,99.31668,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2013-02,99.38469,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2013-03,99.42854,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2013-04,99.46616,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2013-05,99.53358,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2013-06,99.63789,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2013-07,99.77512,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2013-08,99.93037,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2013-09,100.0724,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2013-10,100.1747,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2013-11,100.2294,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2013-12,100.2472,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2014-01,100.2632,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2014-02,100.3042,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2014-03,100.3655,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2014-04,100.4392,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2014-05,100.518,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2014-06,100.5886,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2014-07,100.638,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2014-08,100.648,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2014-09,100.6084,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2014-10,100.5183,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2014-11,100.3904,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2014-12,100.2348,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2015-01,100.0571,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2015-02,99.88612,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2015-03,99.74712,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2015-04,99.64031,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2015-05,99.5546,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2015-06,99.4631,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2015-07,99.34361,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2015-08,99.19724,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2015-09,99.04415,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2015-10,98.90345,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2015-11,98.7827,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2015-12,98.68913,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2016-01,98.6461,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2016-02,98.67278,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2016-03,98.77213,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2016-04,98.92126,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2016-05,99.09864,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2016-06,99.28811,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2016-07,99.47961,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2016-08,99.66536,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2016-09,99.85557,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2016-10,100.0554,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2016-11,100.2681,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2016-12,100.4696,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2017-01,100.6323,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2017-02,100.7473,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2017-03,100.8176,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2017-04,100.8604,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2017-05,100.8896,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2017-06,100.9114,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2017-07,100.9372,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2017-08,100.9782,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2017-09,101.0209,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2017-10,101.0578,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2017-11,101.071,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2017-12,101.0335,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2018-01,100.929,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2018-02,100.7814,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2018-03,100.6237,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2018-04,100.4715,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2018-05,100.338,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2018-06,100.2007,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2018-07,100.0368,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2018-08,99.8395,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2018-09,99.60609,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2018-10,99.35197,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2018-11,99.09535,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2018-12,98.85814,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2019-01,98.67327,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2019-02,98.52845,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2019-03,98.40881,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2019-04,98.29144,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2019-05,98.17188,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2019-06,98.04052,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2019-07,97.9062,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2019-08,97.78822,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2019-09,97.70959,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2019-10,97.68543,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2019-11,97.7279,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2019-12,97.83916,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2020-01,98.0225,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2020-02,98.25546,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2020-03,96.44801,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2020-04,95.41845,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2020-05,96.43245,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2020-06,97.52665,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2020-07,98.0065,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2020-08,98.36852,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2020-09,98.80952,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2020-10,98.84804,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2020-11,99.17921,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2020-12,100.0043,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2021-01,100.4085,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2021-02,100.6745,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2021-03,101.0993,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2021-04,101.1635,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2021-05,101.3767,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2021-06,101.581,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2021-07,101.6705,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2021-08,101.5438,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2021-09,101.4065,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2021-10,101.2735,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2021-11,101.1305,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2021-12,100.9621,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2022-01,100.772,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2022-02,100.5506,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2022-03,100.2741,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2022-04,99.93256,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2022-05,99.53605,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2022-06,99.12963,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2022-07,98.75471,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2022-08,98.43026,,
CAN,CLI,AMPLITUD,LTRENDIDX,M,2022-09,98.13971,,
ZAF,CLI,AMPLITUD,LTRENDIDX,M,1975-01,101.1842,,
ZAF,CLI,AMPLITUD,LTRENDIDX,M,1975-02,101.307,,
ZAF,CLI,AMPLITUD,LTRENDIDX,M,1975-03,101.503,,
ZAF,CLI,AMPLITUD,LTRENDIDX,M,1975-04,101.7505,,
ZAF,CLI,AMPLITUD,LTRENDIDX,M,1975-05,102.0035,,
